-42766780148.035080,39109788334.111748,-30061906513.452225,28169496925.867706,-26170636436.689430,22424843054.471951,38904701645.484253,-39722373793.876213,-19836646580.204285,-21503056168.709431,-18211432599.762363,-19778114393.236897,-4824184382.568428,-3434161745.534154,-21335433801.575905,-20548973429.823723,17182797618.475693
23182633482.160343,-21378078567.356117,-14575201631.066545,13222754926.710583,28232852998.989124,-24217707852.805824,5758303615.790648,-453205565.013261,3544837989.499328,3841106774.652359,2414729122.822616,2655483024.043261,330741188.180896,-537755090.717018,9950418549.305265,9686919488.766743,1616517214.625167
-25216368056.549480,19662413982.399170,-9138391986.652885,11095220955.066401,-91618338908.425293,82823163148.303452,63370177542.562752,-73750686263.811874,-80593473587.021729,-80184641366.735199,30038883835.752739,24884887818.459682,-27245200905.838951,-26795564873.692192,-15218744572.026739,-16138181702.808092,-10439158960.792761
18748963666.120346,-24335360242.150642,-113163486217.413025,108059489568.773422,-56768612339.330482,55172315525.168816,145994126634.639404,-143199872419.934082,-112733828645.080872,-112831432669.700897,30857750528.957989,23070228057.914627,-49196864569.395950,-48177885083.290588,-35056431145.272789,-37133757386.781799,986555760.391741
-18297012237.743206,17571715005.950836,22987558726.394470,-21434601976.389080,-17700906950.145241,14800459471.245527,-21198889555.384777,16277179827.208567,7364075478.441181,7396663798.288456,-921817780.205519,-390980429.043016,3376129301.902995,4083793200.612155,-6193877057.546316,-5827642094.131735,-2408586006.401421
6161756125.108543,-4361715539.764253,13689121306.314449,-13385265669.050144,24761679907.236172,-22600334713.508553,-21796869049.979073,24223329004.760403,22470066007.210999,22464823910.320751,-6975685628.627660,-5419459071.898616,10190599243.061733,9445277151.445299,13146716994.771795,13461890727.467255,1786556229.803627
-44365006724.705620,40039957858.514496,-16092242488.104202,15654802074.411356,-41082624632.450661,35319160933.824875,32414381488.336369,-36308740064.560699,-20519725779.583347,-22170940915.796631,-17128281792.527662,-18722536479.700005,-5398496063.255790,-3830541778.222922,-22592307573.838402,-22048436912.833248,9940687264.566532
-49165537265.642097,48058168820.002220,53488262963.682770,-50412011244.023941,-18762130541.219604,13389902631.645296,-52912756568.832481,45326089289.889809,35532388298.013512,34619352081.520760,-22260238723.153965,-19866022559.721588,18371219917.838726,19428064850.205357,-4261666643.639280,-2839204039.784737,3467445386.566454
21843251486.513363,-18441475966.087875,-6385816317.473636,4590691221.409034,61774125575.267303,-55387776037.436043,-20532971042.445839,29556447287.775211,40337045892.913918,39868161738.422562,-19483374719.943329,-16922126846.699476,14783410403.747778,13793078101.571447,16508578678.343290,16883879043.667561,8458618521.997440
-20161143875.183826,18881578806.945107,2547380578.785735,-2357795162.406334,-10773599479.503801,8626907848.165005,547858017.509806,-2182462731.832650,2381737704.648131,1634720988.740611,-11162346624.999372,-11087340863.863197,2472676747.350609,3053006393.821358,-6443789139.675434,-6013794157.412482,4537445335.320756
-5807450431.136810,5583692585.421650,6063913300.949926,-5657243301.644031,-4248513483.926029,3452277421.980951,-5362286034.027775,4178269322.603654,2509891281.487426,2444513663.596828,-1496080941.357740,-1328791934.358841,1268378466.122117,1423559612.364986,-1159813673.635455,-1043899566.713651,-297916049.003582
2257696357.797682,-1940387123.548705,63170959.703838,-161582838.705602,5041377828.383410,-4500919522.050743,-2082726590.236633,2775784031.743687,3229878324.111296,3221507063.584725,-1145961142.419394,-938279026.967729,1131729237.480473,1024800318.065832,1652412307.605378,1674489139.278453,511902842.092591
-22739935930.432945,25229223223.276554,34354669363.645416,-31931913174.507477,31613357669.912460,-30223976952.602821,-63263912584.542328,63075909842.382362,38229418906.993370,34487191335.883789,-72243417959.500443,-70557714214.189926,17820028918.173820,17661514096.818241,8458575261.838762,9301792406.425840,10913181003.608616
-119510890362.549744,116969804224.036758,158289133166.890900,-147664146327.214539,-75609881085.303940,59733624606.561974,-167206620427.746460,139666072111.053741,80441805447.923691,78464044407.072495,-50478524155.253410,-45411629290.660309,34981582697.054497,38318370914.287758,-18849193764.298595,-16945546225.351164,-22137520785.867397
110065656729.853745,-97924775109.475723,-37656697256.572731,32046817141.884983,194344942993.703674,-170920233282.469147,-27341924778.183315,58442309758.575661,75066995396.101349,74292752134.239624,-40305848902.098328,-35415303135.290031,31667063469.847401,26842395838.511051,65377988905.369598,66059490360.062553,32804500870.537708
-84782447903.258530,67858971771.224625,-4325932661.596622,7257332326.603111,-220115890284.224365,195889215023.816620,239895270875.449707,-255216277296.877014,-206808954500.359833,-207790204084.065948,53331166016.749718,44281190865.478073,20741782768.594280,21205576616.159740,10996292579.327347,13900198001.191555,19000138810.848209
26597875227.946171,-23191649407.877350,-268933817528.150909,247108915484.151764,157757601606.969421,-135648378385.413925,62578796436.995888,-30740636269.065060,27216812115.626831,22558677319.447262,-86089418190.141998,-87361397946.444595,-35531276638.536827,-29421078787.973503,-101685791417.588150,-102100077017.028870,59928563464.261284
