-184072319536.462494,347157693799.750610,-708380818867.520752,-348072071123.235352,-367519385365.488281,-164195570489.957336,330682435976.125732,1251960602.348436,-2535985559.527399,-234158084668.320984,-1369133043.691091,-68564752753.540359,-67680662371.195892,5366954184.217764,42295751081.028984,-471670431.479933,-405399844870.195679,217456629555.950531,146233010265.053467,222327774772.349976,-173985100317.788177,-73020846114.386963,318131146144.975098,-246855402856.215668,30695161043.677048,-252294769600.806854,-31910739714.371704,-44507626292.716980,-14993652555.313694,49519600253.095764,142254467230.191895,44357206593.617149,242877105772.417816,244709749480.197693,176253809727.033844,-232497331577.575043,160580729525.031921,-96652270593.259949,-60992253104.834122,-19140927562.405872,319787569563.574524,-397366517652.676331,-3937571268.865543,906279459829.500244,-464840469061.307129,-606007281676.395996,-319810681381.199646,279389315881.562866,-2750103532.233575,-258791654348.152130
-75955593138.353271,131089773755.977722,-287594496719.146729,-141395274784.018097,-167321062898.245605,-42694669599.611778,80238778377.027618,-5168107317.130720,10423096414.801500,-30306827640.175137,-24271281809.277870,-16824798369.593225,-37957000872.476982,-19049283247.162701,-1961403062.357334,-25699697562.416199,-165574196653.685883,86292001279.703476,52308919474.484901,76485959087.033798,-54819606622.582283,-791366886.755578,64692222047.952896,-51327324070.293137,22615551763.783043,-75362302242.017120,-21196483168.730137,1297269970.491718,-20053054510.759861,10047874816.231735,30481486500.962112,37605163256.667854,51291945979.186691,77110866589.616791,93991546381.517960,-120420486612.205139,95523629261.938629,-40027769081.748177,-15541085146.481182,-19814162672.760662,123682978235.854324,-150453359256.397644,-37728258577.499245,331566858901.697449,-146639006469.067200,-183807966356.443024,-120783013505.350403,110621866401.421036,-12086696972.112396,-41506834540.120827
109641985769.363205,-193867972497.038910,464668673929.024292,187302722555.374023,321917127374.885803,32641190903.943554,99715156256.052597,39596740413.296394,-29894765817.034500,-22008028592.425232,-102758508662.381134,30982971980.704765,82833629558.694443,-45417359509.999809,-43788152706.088821,30268722164.403053,197935038079.659271,-100967324787.473099,-86504082951.336136,-78060771549.049728,94119604535.557922,-59512050051.872223,16584318564.284340,-111301136334.023941,-1868107479.097934,104257867294.646667,81177891148.989197,-38702551695.823959,5976814383.333959,-52863597251.627434,19418861828.244534,-109831869155.049866,-16519844869.735456,-40321335679.993927,-275342341219.994690,225958983788.182220,-196793755671.812927,87786454355.605774,-9712403115.360916,58114042834.528687,-168401444863.974762,218771062760.246796,92332412981.892685,-488378669680.012817,96757346073.973221,146424660802.296967,109150988195.972260,-154902779975.179688,-25143440712.476376,213790972081.683716
-74369008543.206848,49942205306.198219,-120663778358.723404,-78632323193.919159,-127881982333.558105,-65767384602.020973,100600578670.199448,-9522130019.799311,-12542731633.033968,-41111039807.848068,-4764576412.859357,-9796691456.211508,-18280677544.355656,-5515495241.518593,-493344144.073148,-740729933.673625,-97478017432.418411,44999190394.697525,27323560063.086575,42647884723.153503,-53614274063.606346,-34254455252.680252,73267813376.881912,-54871366669.398582,31711250849.189999,-33686521659.419567,-32492616987.906490,-32623058038.037899,-4008204176.670500,9790003047.845350,35710948741.152435,8429004732.230274,46373831766.025085,65422952454.546684,38311490635.039169,-43302321611.875809,46996514386.649170,-4849946597.598783,-21876597680.912258,-7038099290.588475,93326379977.608078,-78081002786.233521,-197608991022.284515,8644651229.212736,-114399004245.751282,-148803269842.061920,-60148682857.039215,50164575340.012199,-825358913.772506,-58160461671.566154
54419224132.969002,-37787918223.797302,112292704940.054916,87656421763.126328,102467914733.666367,-3184551930.778032,53316236428.042702,2170198534.999134,-12522018460.715660,50347651236.006561,-33344239664.796627,-1339892474.554564,17618525314.731281,-35659297722.938309,-6265483312.868783,1257293769.871427,65374002160.307915,-28470570294.515785,-20273898039.890175,-20294126002.673405,35926370687.672333,-3119842293.698843,-4840450511.518585,-5842357745.046590,-39999256083.793686,-3575796668.846121,24761663069.084377,-6537987112.338144,16134305732.142841,-10352655868.330526,39271459892.426552,13126635790.964081,-28589690338.059639,-19245152905.490299,-90740076939.038208,39755462922.910034,-63615090906.243515,10787952047.548441,8214357579.939634,20401533604.173790,-57581145777.578133,60785463808.400612,143219329214.844696,-29550430172.802406,34504701108.323112,68336291464.111443,37206483329.838966,-44545615277.658272,-21934096572.798962,74549644809.475098
-101628868524.492950,19150150235.762493,-99175870760.456451,-67695598938.380531,-153041099238.106689,-79485607252.412918,28397373680.503757,-17717740727.291740,-18710175910.188339,-83084751089.853241,19690152452.232506,-26569455608.118069,-26849308074.071777,17673261616.838085,13280810414.022505,18237369432.352161,-130650496916.729385,31166077725.623734,-12439406279.128700,12212068515.738989,-31167063525.264755,-29797919824.674992,56920594307.557236,-52117594162.151817,37381168891.734428,-22924664817.220406,-34272995547.166313,-33632797635.421555,-457308439.726602,16181918583.540466,21798053973.620312,2609642254.936676,56941404238.270462,52355993031.416908,58655392140.093987,-29159173240.769405,61272568605.902267,3982245711.613197,-18037493395.051323,-11372218111.113388,78137599712.897964,-76127831480.125046,-254730423968.401733,-54683800344.186584,-85542619342.763245,-132013986352.085922,-81652149734.485519,66578766402.306274,24017107903.490364,13510344874.549723
-64356529979.312393,-85389195636.796524,148099009221.784332,-27462267292.560463,-4497839216.457149,-35990010172.608910,155667611471.391541,11751040822.747791,-25696792905.666401,-61685756934.949768,-32111161118.363033,18694654189.747215,58709001658.270203,8822413470.789135,9403128772.153719,-2251555725.882855,19682743332.982052,5563369421.886306,-7833546252.404020,-18353775097.358646,-55448605646.270859,-96215950138.928604,56812595491.931313,-118547276333.106491,70311109913.235748,55677983823.852402,-18190225417.563370,-66714637958.336319,18283376380.039417,28617873529.422020,-48386331522.239716,-149325640776.347687,6507499962.801694,85676076140.952927,-75817886592.416321,97595794620.698425,-36795033569.276085,55051688268.458885,-22602262220.709240,24578383220.300938,53344928314.723457,60808282049.171684,-359165594212.317383,-432291042132.814148,-77647946574.693512,-97599849498.284851,30960274821.262291,-32636726133.424900,-812690264.530915,-222079534838.245270
68192554013.150688,-168345194490.423523,370535930295.110779,181152988826.996796,219956848742.065857,-12270187532.012011,108279386557.841171,10799062316.499077,-39056923491.589523,34283786407.256332,-63004029920.774239,3536019849.051033,70760967474.463486,-40305177343.081100,1050562623.821718,16939709390.251297,149180481226.734894,-78005289409.949051,-81293628580.369934,-86405121814.081528,67359508228.663338,-52592882497.771637,-9560067644.032160,-66539065334.762093,-32853855079.785076,54213169809.394424,45653755829.671753,-44167473076.274719,42900421739.727699,-3305854614.354992,18408812561.517719,-80438352060.805054,-56018285342.206306,-15322758478.769543,-218765931140.119720,166590337140.791016,-150688658026.282349,65347548346.133591,9450952798.612328,52555009293.604912,-119929761887.462875,184451817251.892273,58879959185.718521,-395958831873.902405,78464539485.912521,131551002982.910873,96831902895.523575,-113457461863.652267,-22159091722.180069,78979905072.959808
-204483446160.697357,173634190299.646332,-497991839261.893921,-277598089578.637451,-443081769642.058411,-43128264166.969299,-120782084241.630737,-43007961269.468689,33176684272.302288,-20485500782.976128,89537635400.546066,-21660483281.524178,-85356861492.074463,60205778073.139389,37403776919.832848,-47135983476.443245,-278686003281.432190,127912256490.419739,77398967041.830795,70555262412.677399,-127148403692.069489,38169439357.817825,-30007058943.700371,81998194849.469040,81575704550.743591,-56580950573.416519,-115246464624.984085,24351667936.712013,-24707822155.680782,64894263632.229553,-88994776254.520325,47040407101.100410,18989273166.504051,83374565063.847763,336166710592.211182,-234999688721.946442,266722224581.412384,-67747731020.250938,-2951386611.433893,-74569568943.691254,239100347538.582764,-244122830420.953552,-433347657562.968750,279145976628.161499,-135736092981.933929,-215202738443.442566,-145647896639.275391,191359114070.134064,39120891465.925964,-267337989837.383850
-32133926566.792065,-39920568594.325417,59812324885.824211,-8919822521.290655,-13749985573.083900,-15508209516.279764,53063557244.718399,722780880.724217,-10211829772.306652,-8826601655.627043,-13638539769.964825,6459946877.345971,22082267400.872532,815869183.927298,5590979304.024940,-6167933164.857130,3579487906.647146,2312912061.993459,-7847655751.646754,-14686471620.638178,-20381594980.035183,-34366039737.030678,6686686047.352906,-36551573331.507545,28222107590.114014,25256047619.100437,-12397051416.030495,-25442745274.319225,9590689110.503107,15543512236.118153,-26870522600.621807,-57820253495.722816,-11482902514.752554,33262695650.809540,-23840496048.523430,33240662850.363220,-6206672777.433073,22286684989.581886,-5498304571.308256,7702031155.415727,23342737055.914131,27392260286.589535,-163770983399.077240,-189372650240.339600,-23652168711.506882,-26489375538.314960,14102102370.788906,-11240507194.634863,-1165336420.667434,-89252964557.851746
17121136652.288002,-25120349026.725349,60063631274.927429,31685600670.352596,42268917233.043617,2469906014.154750,11888001886.482552,2710388188.764884,-4712828080.632020,7668019998.029761,-9912346689.702915,1775962304.722307,10266123895.039318,-7059725221.810102,-2129115757.744589,3199525894.708946,29385921959.488682,-14383045536.195131,-11476078029.214113,-12415272081.105907,13147837314.753635,-5187892415.869617,-2693859218.671524,-5977265709.541107,-7680553325.940847,8788456813.763096,9300327161.832390,-4297241836.270260,5198513341.044725,-3430449516.480535,4397532309.473995,-8784605050.011091,-8347112574.534717,-7832934960.812961,-35475968800.305092,26219500245.614704,-26266221610.089981,9254929610.787443,1820716221.690851,8109953420.278243,-24148767038.582012,30325289181.715935,27636213693.728596,-51710641247.669403,17570715065.053188,27289008064.750957,17955049416.697617,-20828595462.081921,-4180683734.371126,22347856512.983223
-16570146926.598192,14375062728.851278,-39390448772.429237,-23157585722.692856,-33565747082.777309,-4758051414.370211,-3495709655.117812,-2567929546.344031,2021249265.324410,-5339471238.609545,4105806845.449401,-1810869262.348385,-5693412128.591197,3713868256.613750,2467040671.415757,-3558269163.554784,-23582782153.017159,11228611180.753702,6355064997.499938,6992923530.205949,-10598793794.822172,670496411.907033,2219013001.438746,922777358.357683,7099571357.978538,-5502804652.475129,-7868850765.460323,512263220.769820,-2292615885.731001,4546411137.766041,-5025514612.378077,1856103105.235471,4860367003.644013,8812810109.598597,23605924117.346699,-16980428362.713701,19604845808.524181,-4660889698.155005,-1219050811.241626,-4952152229.829579,19713180723.404770,-20273767272.967503,-32734258944.960640,24188944606.463657,-14914124103.757990,-22067839865.604626,-14250333291.392479,16192845464.654682,2379176002.575940,-21837062066.940182
-193055540406.076630,197121474499.651825,-469932063919.926514,-312873197958.749756,-358612190624.809204,-74769456646.944229,173645594905.787598,-4001562204.855647,13113784733.079336,-149936700637.086243,216956097367.227539,-13009189872.654196,-68533060658.300270,137109937671.986420,60700287809.707329,40776758273.373810,-261403846842.923950,120758210050.724564,103458677009.278152,109689083602.527740,-160873763497.403687,-24916001291.781536,105930136394.336914,-139743175442.986115,122220242263.032944,-64652420377.128815,-91636837726.004913,-19599770186.548782,-51807953248.731323,19984704376.290924,-2353844122.643968,-3496332426.316597,18973034289.088165,248320076063.018219,200684525998.427612,-170200397060.234497,139188756881.321655,-76627111275.052704,-63012420851.915886,-61411056385.449089,311231784612.424683,-228488677070.337921,-444865895312.138062,244202664808.436554,-332553016535.550232,-417260909800.859375,-48470086551.023796,95589539300.095184,73685628205.980667,-291727131996.613403
371389794186.722717,-386917873788.278625,891002798419.222412,584594766065.029785,659720787298.730713,193127514100.870178,-234754673957.825104,11023829164.155159,-3895349104.614016,399502794280.047913,44946790516.816780,52436296065.042641,58498306364.713898,-63648007354.693687,-48972293421.673584,51263951079.723976,625418231864.152100,-311554360399.382935,-150814310333.489716,-238179105200.003143,265802798424.196350,119873706285.158218,-322751828685.837341,328552439154.313965,-206601028423.965057,178050625174.655243,83246524061.558868,58171629915.108620,64309798943.187874,-67844089082.766235,-33342518797.140339,47466444418.028938,-328471378321.437134,-331418656785.492188,-365850666294.464111,271665276977.970245,-345875943256.101501,70414143473.372101,80924794133.750946,53215931620.156677,-479345053764.005066,515913701079.582397,764494089983.183960,-549279021109.017761,569971031855.496094,804408270673.443848,493653167469.019592,-446474822224.035034,-38916483211.155441,636784392761.287354
-541949311820.077515,581082376161.025269,-1318268058173.924805,-870170065827.110474,-916615587512.171387,-300481778763.714417,524553198822.818359,8149945699.987962,-638890692.094752,-647819496508.542114,62091283994.514214,-73810297752.493073,-106928173594.244781,141978937561.966125,73828475925.080719,2566680946.551266,-882148214582.468628,440216652429.804077,254070786079.242157,388136735661.878174,-412463731734.923950,-201152458266.215912,582625547051.281006,-566846650948.423828,294379230611.279907,-296861204273.082947,-131628777891.141922,-115203042773.945160,-111607786426.833908,69524882947.521133,112779159958.975220,-73404197429.237457,488845516515.115540,561230567725.700562,468778294861.001831,-382034617070.804871,416990553857.587830,-119617835660.373734,-164865325773.154907,-77150243189.856277,748779280994.670654,-767906595285.209473,-885995161339.112549,1038085116012.394409,-958049468349.751831,-1312499960119.640869,-601882953179.446289,544664283202.180542,78429035369.518814,-792163003894.699951
