-0.006302,0.000040,0.008769,0.003586,0.000512,-0.001219,-0.003349,0.000581,0.002029,-0.000080,-0.011366,-0.006377,0.000302,0.000661,-0.003539,-0.000287,-0.000960,0.000281,-0.001746,-0.000878,0.002303,0.018869,0.000084,0.001392,0.000328,-0.000849,0.008999,0.012586,0.004488,0.002169,0.001355,-0.001784,-0.000380,-0.000087,-0.001873,-0.000355,0.001615,-0.000012,0.000016,0.000479,0.000078,0.001087,0.000761,0.003088,0.014919,0.002590,-0.002179,-0.002775,-0.001109,0.014318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.007369,-0.002406,-0.004482,0.000016,0.000226,-0.001731,0.000955,0.001418,0.000786,-0.000474,-0.000018,-0.000222,-0.000110,-0.000002,-0.000810,0.000046,-0.001945,0.000825,-0.001824,-0.000668,0.000542,0.019461,-0.000192,0.001303,0.000856,-0.000866,0.008453,0.012520,0.003766,-0.078210,0.001355,-0.001909,-0.000197,0.000183,0.011290,-0.000935,0.001809,0.000409,-0.003722,-0.000695,0.001402,-0.004004,-0.000646,-0.000392,-0.003880,0.000016,-0.005750,-0.014431,-0.003027,-0.001443,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
-0.033155,-0.002388,-0.005019,-0.000104,0.001368,-0.001649,-0.001686,-0.000077,-0.007016,0.000493,-0.000313,-0.001071,0.000234,-0.004870,0.004535,-0.005872,0.013841,-0.003840,-0.002158,0.020638,0.029199,0.019463,-0.000242,0.001367,0.001308,-0.001119,0.003175,0.012530,-0.002956,-0.078719,0.002818,-0.001896,0.003975,0.001661,-0.003168,-0.000986,0.000788,0.000857,-0.003697,0.000036,0.004695,0.005813,0.002388,-0.000959,-0.000329,0.000193,-0.002762,0.000141,-0.000545,-0.004336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.000317,-0.000265,0.000159,-0.000096,-0.001916,0.000056,0.000040,0.000297,-0.001722,0.000972,0.001425,0.000780,-0.000102,-0.000090,0.000005,-0.000027,0.000014,-0.000844,-0.000143,-0.001045,0.000255,-0.001726,-0.000615,0.000605,0.018681,0.000047,0.001486,0.000329,-0.000853,0.008653,0.012583,0.004482,0.002172,0.001355,-0.001772,-0.000385,-0.000089,-0.001839,-0.000349,0.001654,-0.000053,-0.000039,0.000000,0.000012,-0.000285,0.000015,0.000007,0.000007,-0.000060,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000
-0.007611,-0.002241,0.000056,0.000040,0.000297,-0.001722,0.000972,0.001425,0.000779,-0.000101,-0.000090,0.000005,-0.000027,0.000014,-0.000844,-0.000143,-0.001042,0.000249,-0.001726,-0.000615,0.000605,0.018681,0.000047,0.001487,0.000329,-0.000857,0.008690,0.012583,0.004482,0.002172,0.001355,-0.001772,-0.000385,-0.000089,-0.001839,-0.000349,0.001654,-0.000006,0.000037,0.000000,0.000012,-0.000285,0.000015,0.000007,0.000007,-0.000060,0.000000,-0.000046,0.000010,-0.004512,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
0.000000,0.000000,0.000000,-0.000107,-0.000061,-0.000123,0.001994,-0.000069,-0.000067,0.000011,-0.000038,0.000110,-0.000050,-0.000651,-0.080380,0.000089,-0.000029,-0.000044,0.000224,-0.003987,-0.000058,0.000631,0.000157,0.000001,-0.001270,0.000331,-0.000102,-0.000557,0.000075,-0.000021,-0.000077,-0.002765,0.000731,-0.000321,-0.002936,0.002031,-0.017859,-0.005418,-0.000778,0.000127,0.000473,-0.011579,-0.019946,-0.002368,-0.000425,0.010622,0.007397,-0.003418,-0.001191,0.002719,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000
-0.007611,-0.002190,0.000030,0.000022,0.000287,-0.001721,0.000972,0.001418,0.000788,-0.000093,-0.000095,0.000006,-0.000032,0.000018,-0.000838,-0.000150,-0.001040,0.000255,-0.001700,-0.000613,0.000571,0.019909,-0.000268,0.001436,0.000861,-0.000847,0.008635,0.012556,0.004485,0.002127,0.001403,-0.001904,-0.000342,-0.000166,-0.001824,-0.000262,0.001557,0.000227,-0.003884,0.000507,0.000117,-0.003784,0.000402,-0.001014,-0.000298,0.000273,-0.000172,-0.000032,-0.000319,-0.004638,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000
-0.000979,-0.058821,0.001930,-0.011025,-0.007725,0.012650,-0.009316,0.011830,-0.004238,0.004652,0.001879,-0.001025,0.000323,0.002638,0.001881,0.003301,-0.037941,0.001041,-0.000331,-0.011439,-0.004463,0.018959,0.030528,0.014432,0.005297,0.008440,-0.003732,-0.000087,0.000565,0.012911,0.011346,0.001124,-0.106250,0.000679,0.005238,0.106260,-0.005186,-0.002006,0.004167,0.009706,0.007405,-0.000755,0.001296,-0.113474,0.000402,-0.000185,0.004048,0.004325,0.008747,0.008685,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
0.003936,0.000184,0.000094,0.001250,0.001086,0.011479,0.059216,0.027080,-0.002510,0.003624,0.003342,-0.003025,0.002125,0.002888,0.001229,0.003103,-0.034673,0.001618,-0.001461,-0.003125,0.003852,0.021388,0.019000,0.007203,0.007951,0.007748,-0.001736,0.001074,-0.003645,0.019115,0.015591,0.008922,0.006294,0.001721,0.004087,0.006047,0.002468,-0.001856,0.006360,0.010641,0.009246,-0.000727,0.000445,-0.113579,-0.000090,0.000227,0.003512,-0.042322,0.008962,0.003041,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
-0.002296,-0.006434,-0.001344,-0.010558,-0.007153,0.012777,-0.010182,0.014423,-0.004206,0.004559,0.001903,-0.004129,-0.000200,0.002812,0.001509,0.003121,-0.037941,0.001041,-0.000331,-0.010797,-0.003793,0.020030,0.019429,0.006933,0.004698,0.007995,-0.004390,0.000995,0.008178,0.016733,0.011570,0.012577,-0.100388,0.001419,0.003487,0.006495,0.002452,0.000352,0.004187,0.009599,0.008992,-0.000797,0.001040,-0.113615,0.000221,0.000369,0.003911,0.004417,0.008717,0.008522,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
