1747350.327917,-2679638.435492,647470.685619,2314073.822998,4127675.914286,6046852.928648,-314860.561208,940251.732816,651970.522965,769021.257901,-1424706.542179,1713837.733008,1313191.122825,1672500.544838,-1590876.537957,1218592.301472,-956633.491447,-68924.043706,-1138427.865605,-1981441.006984,-1330610.728383,299126.100561,-18435865.922013,1309409.120325,760548.176438
-2679638.435492,-242451.988169,869089.731772,-807470.576577,-1205527.093003,-944062.245474,-2651695.455052,529088.014359,1320146.189028,53604.778143,-1727540.003126,-253940.222885,327385.011433,-121026.526282,168847.280975,-858106.391321,375653.661352,-457110.459650,-317613.429559,558062.100884,-831115.861627,-90815.767594,-560811.508629,66625.138473,-216760.694538
647470.685619,869089.731772,-556936.193274,-315327.108752,-663097.570588,-1323184.065480,1224807.624917,-495031.152709,-751135.915962,-242683.640690,1146269.979874,-380854.279138,-515313.150828,-425861.044317,382104.571175,19048.477813,112464.836633,215243.659941,461196.789485,327152.563842,735706.233316,-46532.206984,5505635.618334,-402504.949323,-124386.891646
2314073.822998,-807470.576577,-315327.108752,1337662.143803,2238326.594651,2761350.728884,1557370.961895,3657.351528,-597988.251760,241808.314562,577549.033939,774001.177802,264437.098813,675475.928585,-676338.080323,977298.983769,-579471.207929,263326.959266,-208121.796222,-1061468.533279,46772.077645,164362.755423,-6252458.090649,427228.883264,409160.066695
4127675.914286,-1205527.093003,-663097.570588,2238326.594651,3716289.063430,4476303.372402,2947177.270525,-99783.794517,-1191744.110950,364767.630927,1241558.544892,1252591.156260,345274.802155,1073133.743347,-1083999.176501,1688467.566886,-974613.559387,499922.748591,-259479.074372,-1759643.968390,238313.865719,273301.047030,-9597711.010200,650114.976818,678448.311601
6046852.928648,-944062.245474,-1323184.065480,2761350.728884,4476303.372402,4984179.500287,4909808.477340,-518487.739624,-2184106.047070,301442.653908,2557948.641345,1386621.577329,63464.300217,1110473.826884,-1159033.939318,2282664.632268,-1221721.308756,838708.611449,9648.840873,-2109124.183090,891583.632895,330929.650511,-8613783.312131,560426.545235,814597.215458
-314860.561208,-2651695.455052,1224807.624917,1557370.961895,2947177.270525,4909808.477340,-2201343.101443,1250243.267872,1553612.756534,749607.656993,-2561611.130295,1401193.314016,1449924.011671,1458791.643627,-1349090.365189,508428.236862,-613703.228049,-393037.161300,-1281276.511265,-1429735.522701,-1828785.180970,211116.750611,-17446200.132968,1258468.432877,546787.034289
940251.732816,529088.014359,-495031.152709,3657.351528,-99783.794517,-518487.739624,1250243.267872,-386782.780459,-699848.162553,-144673.307560,1005348.002444,-153059.615093,-353750.457979,-206823.994548,172507.159805,198045.984761,-20430.045725,217873.429083,321981.461532,57190.501167,584655.084192,-5797.572842,3138407.061974,-235023.487693,-20775.140625
651970.522965,1320146.189028,-751135.915962,-597988.251760,-1191744.110950,-2184106.047070,1553612.756534,-699848.162553,-993652.114922,-370293.255362,1554212.940107,-626249.448560,-758273.638534,-678695.092200,617115.626348,-84175.182155,224867.677958,274347.157995,675309.733827,583237.832959,1034481.294443,-84439.938155,8492404.619073,-617456.006786,-222451.880157
769021.257901,53604.778143,-242683.640690,241808.314562,364767.630927,301442.653908,749607.656993,-144673.307560,-370293.255362,-10975.380686,481517.978251,81587.221459,-85378.767960,43734.622361,-56739.008213,249990.916810,-111826.794298,129187.632751,83605.887222,-169263.624583,228059.881447,27275.723454,55320.467264,-11514.792403,65796.345079
