0.000043,0.000003,-0.000003,-0.000076,0.000076,0.000003,-0.000003,0.000001,-0.000001,-0.000091,0.000091,0.000786,-0.000786,-0.002937,0.002937,-0.000013,0.000013,0.000000,0.000000,0.000000,-0.002136,0.001926,0.002443
0.000000,0.000000,0.000000,0.000000,0.000187,-0.000187,0.000012,-0.000012,0.000786,-0.000786,-0.002600,0.002600,0.000168,-0.000168,0.001315,-0.001315,0.002194,0.000000,0.000000,0.000000,0.000187,-0.000175,-0.000223
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000001,-0.000001,-0.000001,0.000001,-0.000011,0.000011,-0.000069,0.000069,-0.000106,0.000106,0.000194,-0.000194,0.000000,0.000000,0.000000,-0.002243,0.002028,0.002582
0.000000,-0.000000,0.000006,-0.000006,0.000192,-0.000192,-0.000085,0.000085,0.000736,-0.000736,-0.002582,0.002582,0.000319,-0.000319,0.001107,-0.001107,0.002161,0.000000,0.000000,0.000000,-0.002459,0.002230,0.002827
0.004046,-0.004062,0.000178,-0.001134,0.000248,-0.000771,0.000923,0.000735,0.001962,0.000606,-0.007151,0.004478,0.000261,0.000713,0.000074,-0.001128,0.002182,0.000000,0.000000,0.000000,0.000056,-0.000051,-0.000065
0.002154,-0.002154,0.001257,-0.001257,-0.000444,0.000444,-0.000037,0.000037,0.000754,-0.000754,-0.002670,0.002669,0.000373,-0.000376,0.001224,-0.001241,0.002182,0.000000,0.000000,0.000000,0.000182,-0.000164,-0.000210
0.004046,-0.004046,0.000162,-0.000162,-0.000724,0.000724,-0.000571,0.000571,0.002125,-0.002125,-0.004420,0.004419,0.000320,-0.000323,0.001111,-0.001128,0.002182,0.000000,0.000000,0.000000,0.000184,-0.000167,-0.000211
0.000051,-0.000052,0.000115,0.000171,-0.001322,0.001095,0.000726,-0.000865,0.000127,-0.000108,0.000467,-0.000547,-0.000363,0.000586,0.000643,-0.000645,-0.000169,0.000000,0.000000,0.000000,-0.000425,0.000405,0.000493
-0.000030,0.000347,-0.000333,-0.001279,0.001227,0.000009,0.000091,0.000381,-0.000425,0.000783,-0.000757,0.000464,-0.000506,0.000106,-0.000049,-0.000095,0.000028,0.000000,0.000000,0.000000,0.000092,-0.000063,-0.000077
-0.000007,-0.000019,0.000030,0.000218,-0.000259,0.000080,-0.000005,-0.001504,0.001474,-0.000104,0.000121,0.000112,-0.000144,0.001224,-0.001175,-0.000939,0.000884,0.000000,0.000000,0.000000,0.000060,-0.000044,-0.000043
-0.000259,-0.000020,-0.000325,0.000350,-0.000041,0.000011,-0.000018,0.000026,-0.000004,0.000007,-0.000418,0.000410,-0.000107,0.000110,-0.000043,-0.000930,0.001379,0.000000,0.000000,0.000000,0.000082,-0.000080,-0.000096
-0.000291,0.000073,0.000559,-0.000525,0.000247,-0.000275,-0.000082,0.000065,0.000012,-0.000009,-0.002132,0.002141,-0.000609,0.000618,-0.000186,0.000713,0.001600,0.000000,0.000000,0.000000,0.000275,-0.000283,-0.000308
-0.002295,0.000002,-0.000189,0.000392,-0.000116,-0.000083,-0.000078,0.000065,0.000011,-0.000009,-0.000247,0.000253,0.000010,-0.000004,-0.000090,0.000490,-0.000167,0.000000,0.000000,0.000000,0.000303,-0.000272,-0.000385
