51563031313.576530,-49066812116.276184,49819140288.291985,53388212466.043060,2501221929.164258,8342132911.360539,6628429817.260514,4763996758.845445,64238187092.757988,54609782192.459999,40106470608.978241,30658641439.283947,-51736725860.290512,-48593484363.580215,-29747241350.596008,-37243226781.963448,-50741676780.450546,-46240175940.532898,43450170502.037758,53061793374.551712,-45114056.580810,6550531435.117914,1348296346.360534,-1766061759.849188,-22943716373.349201
-28678345919.968906,26546701924.890163,-33996722422.564232,-34444123506.751633,18816531539.839092,16713089712.463146,-613258403.638256,-673071707.020026,15471220825.540234,15396449111.823294,-21138341139.210964,-20010285639.644207,3732112230.283700,2323100752.369089,14877360778.787497,15738034746.948738,-7388958909.444035,-6104373985.050983,9697266177.971136,10483133062.732971,-273948587.364915,1945198323.835039,12425791095.976261,-12620355599.892178,4893357452.183335
-28501969651.069679,27012824898.870705,-25888460274.199379,-27584592295.590652,1030517391.703986,-1937766286.720297,-13621744022.283812,-11908138147.909613,-25881272071.081795,-21244150774.634899,-21547950169.294533,-16220268578.632704,29614066743.754578,27391997326.953556,20451956550.963799,24721761625.516052,32989265072.676529,31187401708.143520,-19229216105.234074,-25410426398.446716,-3024891041.341814,-7637025630.528845,-10823557181.314409,11124515387.145020,16854928131.858910
-28627840848.297207,26871751945.318806,-28777924502.052990,-30648354774.688213,559073153.020919,-1037491951.130002,-8559301870.151175,-8160434867.740855,5115971040.899713,6875024018.957165,-17440870656.106163,-16082535735.047554,-7097051793.369584,-8459497046.434895,13514735299.779963,12619322621.039890,-2491062301.044237,-1883677919.022557,4773971436.663223,3940151759.737485,-3396803952.614591,-2037274002.224258,9462702177.100531,-9309413434.664371,11166875833.960007
-18989687316.672688,17555889636.730366,-24578429916.766678,-25131355412.449093,10100659798.465420,8865865366.661186,2154267417.155346,1621261851.781039,12525221389.243011,12446523153.487066,-12855238344.615015,-12619760270.645868,-6179003618.800874,-7031452084.132288,9062202888.321941,8362771799.179373,-11270029397.354725,-10267793108.473692,10072348116.905182,11799148922.011160,3043813225.246571,5428554065.229465,20522084758.879383,-20707237247.833031,2668386475.821117
11265121228.517307,-10365642969.915417,5026723023.124927,3961216285.749217,-20535297013.625984,-19866111504.820114,3742126526.249179,2785151130.353993,-8214179523.516577,-6676019813.072558,7791916987.212767,6925918125.905516,-18109466023.787998,-17759887575.401764,-4975759250.326726,-7589014161.286567,1793240994.772662,1124769780.661008,-4589296669.113562,-4256918183.157760,-2316278863.218451,-3190632021.207715,28740325842.785088,-28730146909.116474,-3781607645.957046
137900609266.396240,-128301069128.106018,158746899481.854523,162244348502.041473,-73534106174.710068,-62494553170.697739,-472809947.925652,-597082173.465337,-27321841526.541050,-31678504953.386715,101318969202.485489,92539967041.907211,-35430644550.753395,-28618043037.900543,-70975527210.243912,-77277031480.672897,12172891210.139095,9487532274.650085,-19148465976.864391,-19048472569.388748,-6444604839.153372,-13133497879.871197,-57436099708.061707,58085108183.577820,-29215297947.858479
82839149131.590530,-77297899013.438507,85295386152.439804,87382916129.672653,-41892403579.927803,-35570726248.566040,9634385657.947767,8224850126.959366,-9984574386.190733,-12891062989.448723,59410061363.309738,53402083304.857101,-31014428780.960655,-27011011733.413235,-41831507071.303848,-46865846140.589966,-2176813576.319678,-3401292504.019206,-5659907248.268431,-3043556579.437380,1174504634.419135,-1520786304.965195,-1441087207.464794,1510372244.951458,-22932903387.941986
72318291240.192932,-67405083408.370979,77382797422.044479,79382432493.562042,-34981853742.476418,-29487358323.098423,10232420849.839174,9228146397.674408,-11738505156.281391,-14416047837.329842,50913537280.794273,45558376775.107201,-21916060222.148285,-18044519060.600563,-39428234337.268166,-43026656952.880341,-1912465179.620531,-3111416120.558535,-8620307976.019878,-6793571069.547856,-3025345433.727143,-5017158803.255388,-13655645493.926985,13770787199.145903,-22212178990.260441
66853709928.300331,-62224352771.951515,75127444600.183365,76791506349.974823,-35589303536.891525,-30345362285.734974,1986222902.163238,1687627977.522326,-13463168199.693361,-15505563092.182070,48653031568.122826,44342769896.050705,-18099254760.013882,-14796567297.271421,-34404217198.010529,-37558907730.186493,4900819154.654579,3574052373.703346,-9279128612.265665,-8897168078.631920,-2483588267.548453,-5578307949.243032,-22154603483.651955,22417287056.771175,-15334383638.441732
5392857053.804260,-5037154215.287559,5368642157.326649,5509216082.279210,-2632353430.897349,-2228254434.068648,651653131.439687,544121855.937631,-555288413.329674,-733427477.330259,3829568250.959621,3449420514.677221,-2084010038.264233,-1841611558.619413,-2584317216.621383,-2923997028.076611,-78565240.368311,-168557165.586427,-307681568.395220,-111093229.147264,310725614.039814,106151901.410264,569917753.256616,-571472324.391436,-1436415649.440683
5216552172.695092,-4870022851.254742,5356717402.999979,5525200239.999502,-2176637081.739900,-1796469409.554324,993017613.140048,896226591.820413,-768718508.802353,-972406352.739298,3582891328.553033,3203087010.171914,-1445220187.867694,-1173946690.821931,-2770385079.791717,-3007720171.276709,-208169811.545935,-297854168.576765,-578073494.112661,-397179655.884855,-11310934.457717,-149172454.167872,-432722797.052474,429659671.148092,-1742904389.701933
-71373707109.193619,65405927562.833977,-88624425543.885086,-90778776187.392563,30317437046.648804,23788453499.261272,-50777052198.656380,-48275760365.027847,62492138374.993523,60374405959.926567,-50531173242.028259,-44234988453.991837,37566912292.294960,30918740110.856445,61382410995.493324,67489994915.232941,23769482834.834824,27178896023.984291,30189803125.869705,26116277323.461597,5159824395.497440,2290679125.184954,8398533721.587316,-7968000534.383376,42632677142.001472
-33303511101.981625,29898764144.766644,-55964692878.233879,-56597401996.783173,20252524649.871086,16068684660.070623,-24850407806.115128,-24320962120.416382,47494047465.904533,45260434569.053253,-29214412168.384106,-26015495077.152760,24885782885.032681,20642134265.598621,37713557773.113365,41796492381.582176,17685861596.764721,19185986984.873047,17667062648.769024,16570207103.939144,8104850558.881930,4922664311.153961,29475585673.926693,-29392573138.435890,22437195266.545341
-28076732632.989887,25483809894.457577,-43003040591.009598,-43896163740.626915,12948474828.671915,9742094598.079037,-10547650440.841053,-10368729465.687529,26686204130.411587,24832866473.719208,-19506537885.403282,-17084863785.842850,14997379229.663029,12358594810.328312,25213504394.619709,27928414943.596962,2691997829.383755,4917102926.215501,17629470673.929482,17439482052.663654,5350880905.525980,5632910182.459973,17789452233.699104,-17712138443.500397,10639025886.428953
71230568378.260834,-66934967267.010094,73701330204.077515,76613427937.992706,-23104916026.713173,-17196589283.954552,582548092.150116,-630257819.919976,26896308234.449371,20245041951.500744,51065075219.543991,43841254934.690384,-28464816021.628807,-24991452088.525223,-36022370103.729637,-40462245056.306053,-17443243668.701679,-16570037744.332422,13200215395.318007,17962703314.219749,1188912315.364958,1036302506.766829,-7461083180.575973,7428337935.326728,-18792317271.035431
39699214495.130493,-37449283015.436913,36891245672.972542,38423412173.704353,-13594083391.140938,-10564959927.223030,-1334398209.717906,-1871759711.953464,14529354595.026949,11275103776.218935,27803972510.426510,24492876896.038731,-15404186728.799719,-14062755724.396828,-15001225543.728075,-17423397874.585773,-1685542287.145268,-1185074825.785346,7651936263.212875,9654671928.091919,1708576258.112129,370406923.028668,677036751.956780,-654916312.325244,-9245970949.604149
6217666569.763654,-6016489336.116859,2306898818.222957,2266105635.893416,-5034984090.340520,-4729604307.623715,5755562121.520350,5099663458.005054,10590904231.425859,8758847526.529421,4157743332.419138,2328517226.943196,-6867153775.205209,-6110402857.189469,-6680677936.706774,-7493895229.648087,-13144676938.363962,-12646579914.533886,3589778251.754139,5291344884.419383,-3316524014.930315,-1482547611.978610,-391036696.487627,531846493.333278,-4741750820.555910
34704877521.838303,-32718313804.196022,24212212339.014961,26469972557.296268,2144315152.736806,3591993419.592281,19629411633.773312,17304949976.426315,3482303136.404890,903804731.990047,17789644867.460644,15207499257.846092,765885163.740165,2252374999.887984,-15682764954.019468,-15560743409.442587,-7094912239.619394,-7650126377.233944,984626178.234022,5330914347.840171,13565613769.565996,12886889022.775652,44627312062.098778,-45333770185.481812,-18386483996.128414
-9179095755.366615,8480228273.668988,-15128335616.276545,-15240194357.635607,7409621664.029074,6053595397.851708,7923942534.354483,7163640347.973879,641800137.223283,927026980.379856,-10563738476.882795,-10180705600.662472,7856970711.185039,7637251898.758510,2546192352.390847,3866166960.133162,-4083163987.187022,-4642726229.826924,-3822143372.908024,-2826688743.316101,2407442096.829732,3056415319.604709,18238097298.425648,-18441058454.063103,-1838811950.295149
-81790616140.877975,77577338885.475891,-56716852244.392509,-61656958029.787407,1014206980.360446,-2908159795.393250,-31786956381.814426,-26816813371.695438,-36666669943.518661,-27475852721.362041,-45272677704.600006,-37310543796.611061,8463296825.108641,4882430208.390854,37789651192.390282,38876205978.887260,29175862208.858051,28880112789.827145,-16105039630.588610,-27236415723.707649,-26036621440.546299,-26243561300.114952,-79251562715.065964,80520040088.926056,38500837369.785957
-108907029673.993332,103769198037.782150,-64152135634.466599,-71146632801.242661,-5014995518.828215,-9521526406.294464,-40956721031.930283,-34175301571.356731,-47294399517.383667,-36108527246.816383,-58605494142.067734,-49523739661.582771,6910284884.344867,3187077277.171205,41804963691.945343,42548563070.633186,28546016472.830154,28771752232.352406,-18254235938.382351,-32701009901.476196,-38493653404.156761,-37025500085.161476,-111522859226.639740,113581461974.001984,50775503977.779556
131842246741.836685,-122580157895.385025,123398186073.840912,130864835803.757660,-8395169971.367745,-692746770.943303,84185585505.768478,76801268731.556274,-42813894277.373474,-46515915263.365829,73706227583.943054,64007407487.652847,-10778501287.737225,-2852967448.361285,-78593435202.061035,-80691665169.643188,-22644961996.542076,-27154396307.089478,-23849844468.123116,-11648651390.665146,33935288374.707584,32238120210.676701,125868448443.458450,-128133518721.628128,-69715651191.338577
-23708221820.254494,23321162596.943001,9900746407.210409,7425446598.190156,-17581055268.818085,-16971448453.548731,-39284608374.030540,-35202088140.231537,-4684844817.495374,-2301965117.100999,-5044283307.175835,-2456313734.646733,-153247462.427418,-1387972021.002399,12060213000.930223,11675466122.122431,22117005042.610432,22738554010.488575,-2514400415.318287,-9968374844.382830,-20082411384.124115,-22524957312.868294,-51259474754.162926,52620324840.884361,26602752562.553230
-2713850527.146499,1417727299.119489,-7701239655.809984,-7684726316.639613,-322057658.580115,-433000849.093607,-44846620854.496208,-42952710495.401787,50432532485.585312,47012939635.294365,-1907504576.629121,-1556123222.887120,3554630731.138641,1198080949.434933,18376201126.764851,18780140842.344727,14897173767.517824,16099058116.022970,16356235179.287069,15230691763.525475,-772370109.914751,-4904246194.839187,-15138907847.822844,15583208695.211563,18026709507.490437
