-41784673154736283648.000000,75776749641064235008.000000,-59338097949483671552.000000
13056673484454494208.000000,-23814366648304304128.000000,19299365812621541376.000000
-59247007158100041728.000000,107972417608679473152.000000,-86872915823045787648.000000
-707430969403229312.000000,1262648899798227200.000000,-1349615919312143360.000000
-20018638064198021120.000000,36291441718584377344.000000,-28691500960701083648.000000
-40166102496166158336.000000,72976912023182983168.000000,-58233920835512172544.000000
-4425353812610195456.000000,7763235915539188736.000000,-6111961506991477760.000000
-8872756534040792064.000000,16111825638639915008.000000,-12842802366697654272.000000
-44711294066514542592.000000,81287364467084181504.000000,-65310296388927119360.000000
-3092190720532610560.000000,5452173354941441024.000000,-3961945958844505600.000000
56660007679742615552.000000,-103192286406833635328.000000,82564882085719867392.000000
15790819889440098304.000000,-28487128558360150016.000000,21670064916501340160.000000
26447019937231454208.000000,-47871253843453853696.000000,37202135768906964992.000000
-29205473414255374336.000000,52935688380713902080.000000,-41892064196873920512.000000
-49452873813443428352.000000,89747641798137348096.000000,-70156789076151992320.000000
29316995686612291584.000000,-53124157634939920384.000000,41301287161100247040.000000
19482454680383926272.000000,-35336348678389972992.000000,28484002296651595776.000000
-33931292075802660864.000000,61361672009132367872.000000,-47848844295572332544.000000
47259589386873905152.000000,-85825719938773204992.000000,67306790209908301824.000000
-44476997329399963648.000000,80705797891400466432.000000,-64385949354638016512.000000
-9867289452089262080.000000,17948171509333073920.000000,-14530327539354933248.000000
6609040143954139136.000000,-12040509478426753024.000000,9817587427856310272.000000
11716016919747862528.000000,-21183630513848172544.000000,15620719779756668928.000000
17102193078770855936.000000,-31136206355632697344.000000,24342681699833864192.000000
-9104017946699181056.000000,16414211867228600320.000000,-12336327282226075648.000000
-5047703593272391680.000000,9166711548940709888.000000,-6392056238107836416.000000
-15721824293478725632.000000,28536490781679976448.000000,-23262446058203537408.000000
-35510029747224825856.000000,64401618794737516544.000000,-50464741153883881472.000000
48911766351992160256.000000,-88504714703155904512.000000,69080679822288445440.000000
-65890912858132307968.000000,119574556894876057600.000000,-93950257568727990272.000000
-12975427867599380480.000000,23547176390567784448.000000,-18710192626433064960.000000
-3962419264611237888.000000,7130599496605762560.000000,-5927599163729441792.000000
5323696581662788608.000000,-9871449904725420032.000000,8318689888871206912.000000
-7579365710144004096.000000,13495630880026748928.000000,-9417495268211697664.000000
22612144206812819456.000000,-40938105801313222656.000000,32602703276077699072.000000
