1265542445.001509,-2897535312.293359,-1233909827.101554,-93954933.429342,-184174503.600793,-1997207706.892396,-2184960769.649578,2188311473.065080,489307308.380109,1792382134.376429,907531956.351997,2733135824.170597,-1498859970.500754,-2142720345.014633,-30266720.593057,2531327166.015676,2409378695.639553,1537021016.616754,-1044632841.506864,2092573301.293949,561771096.415326,-1253822044.514360,-342867286.750029,1436591816.520392,-1574034787.549312,-2567831824.208369,-360408601.520173,399949467.334875,-1799750478.117217,520341826.562677,2137509271.417783,-704363394.249331,-338063401.519855,-437380471.802286,2011902120.383232
-2897535312.293361,3495401717.480268,2546862090.334543,-723561809.539079,1882738763.195084,297544082.926586,4212296453.657366,-2956009650.063869,346218461.818947,-654664320.818375,-555736950.571764,-789595579.190391,513426478.813690,1104152334.545032,-1154654509.329736,45803904.622652,5741200.425205,-3061644609.334862,-568337518.634965,-1431333395.405456,-889619933.465907,1597962068.987304,-8563335.452999,-1616880343.423540,4179238178.565936,2242412187.336124,940066226.632635,221102418.213370,-86786441.636592,-8847044.905572,-2109505290.766593,-557604102.332264,-431395140.225648,726110333.586729,-1554268111.943975
-1233909827.101554,2546862090.334543,268305469.979400,-1077272191.362730,1038298733.616789,675949576.973787,2611300482.364964,-1652048078.474291,47264503.929275,-296193036.743595,-1152755250.807218,-1086986390.271017,1129605527.079910,894157867.910119,-553707318.237218,-543200410.413032,-1344458140.668058,-1828356761.136693,-333605194.769645,-581285055.509674,-1051793076.540371,522267662.516706,-485269264.581773,-1316655171.173707,1862340243.969963,921845647.755400,55911902.527011,-806326616.441414,710330670.972977,659349181.048230,-1616587389.731125,276252165.463663,160658292.779934,-431956648.052957,-415702165.323618
-93954933.429343,-723561809.539079,-1077272191.362730,1499316219.161517,-1443507827.833657,1416558381.160688,236737715.373326,-582740938.219244,188826816.190232,-1923831030.126229,-1779203281.020664,-2220164843.021246,1946669966.640145,1282344916.117895,885691638.133312,-1575231869.185969,-2320216102.101747,-37464223.352003,1905201496.342519,-1331190037.798474,1140056913.273533,450157633.525089,-4367231204.826768,1061005128.771769,501022949.253249,-1250894838.569798,4059635.765431,-1026797599.807828,1876006880.658904,-66100121.824753,-138017500.042166,896089314.587372,-121459468.832980,594903538.282832,-460947646.521415
-184174503.600792,1882738763.195083,1038298733.616790,-1443507827.833658,416311166.146783,167937902.991219,1658967324.292454,-747907597.078425,231867505.320523,-126106342.514030,94676018.910318,-339739072.769570,433690425.685976,663985188.127352,-121256828.588444,-609045923.987192,-744749285.065285,-1041450931.952266,-241564755.108433,-1353443755.823185,-1683189613.872079,357331681.691193,1341687011.548257,-1268255305.338125,620022564.230637,1424345632.993441,129117333.704686,17294701.888512,-80798473.790902,-217690084.775245,-1097299270.441057,152739007.494807,458043590.365705,-576382650.786875,-1070271328.324736
-1997207706.892396,297544082.926586,675949576.973787,1416558381.160688,167937902.991219,1562605800.400103,1695708174.109313,-1503753877.980042,-7915661.260202,-1148400702.094261,-1026064958.248121,-1415812321.622825,574992883.039069,770683178.470879,-306160656.462751,-686244908.984143,-22342026.701393,-1360980754.459090,1673917970.755503,-1137767417.389547,1785473927.827908,1352634252.728900,-2130019956.281474,697665311.777236,3020507789.047654,50240007.414349,174320473.007757,518475239.898579,870444487.206645,358104463.601172,-514207575.271618,-789473713.613044,-934854526.163403,1227204898.672678,-729029379.760656
-2184960769.649575,4212296453.657365,2611300482.364960,236737715.373326,1658967324.292454,1695708174.109312,232036282.032507,-1752405948.115729,-2431377797.147560,-658031495.365306,1178660683.365670,-881952482.951028,-1246243165.577482,1244094011.153633,-1193814061.182194,-2341788129.342395,-639210383.333183,-1123893731.000751,-831581147.484270,475070752.258456,770184323.210593,1318965455.325207,6008934973.286246,-2889528254.546136,1811577925.148506,3488642614.887823,-3330803.091055,414132225.593736,739808710.401024,-624113827.399309,-2209748503.917884,-721487977.286923,782514990.969066,1068519102.033037,-1451150888.167471
2188311473.065080,-2956009650.063868,-1652048078.474291,-582740938.219244,-747907597.078426,-1503753877.980042,-1752405948.115728,2200217799.002066,931659004.430497,1554442888.666610,545963652.748045,1706000399.312513,-566274189.374707,-1629386764.819213,561863522.381096,1831612653.745742,1530381236.252492,1702138450.545598,-208117552.880223,903545692.744582,-647559274.582721,-1432628057.238553,-481666360.483995,1471744270.741524,-2756090718.054197,-1625025206.676584,-355388407.083148,351505136.663852,-1202189910.705171,349826036.140845,1880160073.075769,108728657.781349,-208956319.069033,-1106703879.661050,1447072578.883522
489307308.380110,346218461.818948,47264503.929274,188826816.190232,231867505.320523,-7915661.260202,-2431377797.147560,931659004.430498,-1477341289.930167,560952326.430933,1301923777.773554,788530301.165687,-1438895808.111341,-420064810.890385,-246253822.302148,-530901035.605829,248007996.908022,1193869666.073809,-995656200.602688,1786644116.151865,656891402.642485,-458103177.347575,3761847527.013530,-858942671.205790,-1536410068.073450,458987844.191542,-462163702.947171,62178755.851093,-147447747.932754,-280473592.472377,162050940.306357,-198034210.392312,716899199.749271,45092622.038567,508219694.593376
1792382134.376430,-654664320.818376,-296193036.743595,-1923831030.126229,-126106342.514030,-1148400702.094261,-658031495.365307,1554442888.666613,560952326.430933,1501775905.550272,1086979131.130010,1608330328.226752,-694264981.698162,-1007588650.528682,219561008.536910,901057370.174039,881364443.822975,775380421.760490,-716589531.636266,10016870.989392,-1876603678.992720,-986628701.189862,2248316371.895723,-202156263.717701,-2043697948.001898,-30394576.299326,-403601817.557809,493029906.721025,-1336558339.351975,74627324.253188,682000942.313030,-59820394.241991,467379061.647574,-1505528291.125312,391501862.605794
