3052.694837,-2226.416287,94.009981,119.997395,526.454117,202.327375,411.298031,-38.063278,-242.666795,239.341835,477.860809,-632.755855,-2042.681815,661.870890,456.269489,769.124145,2495.737062,2147.786197,-668.434252,-449.939403,969.149336,408.485132,-1113.468986,-1187.120096,-951.271924,270.326779,-69.985715,-714.892984,750.261350,4926.656020,0.949501,-165.783137,293.201020,822.934818,4587.642569,2428.743532,-2818.766895,18.512340,4675.261766,-2606.804058,1297.329485,476.372135,382.657006,142.214321,292.291576,160.337856,-652.918244,-738.199500,-185.034588,506.163016,0.000000,0.000000,0.000000,0.618894,-11.188768,-2.552014
-1477.288177,-2131.112653,-2484.935578,-1074.634552,-1668.575954,-442.799692,-9410.123380,-1150.354705,7367.894043,1126.417199,-11417.453794,7611.740728,16936.035720,-985.257759,-327.181490,-3205.252464,-35619.974033,-2317.225369,2614.187117,17650.227371,-3284.340382,303.219881,-161.711454,18985.641301,18252.722720,-6311.885507,-4468.099768,1534.735431,-5135.509086,-26067.359717,31278.092591,20599.033748,-12254.509124,-61.716563,-3091.873791,-10309.829345,-494.557322,2692.122795,5076.002894,-5471.336730,14063.307799,2077.757291,-2639.901517,-1134.953844,426.525468,18231.262455,-552.608665,12100.113871,267.323184,19035.262499,0.000000,0.000000,0.000000,-35.080602,3.430284,10.032662
89483.560221,-59511.918202,8999.861370,2571.374189,444.936435,-1592.903239,34935.911324,4409.462563,-26435.674255,1702.924359,42109.163844,-25705.935158,-56532.983242,-5292.495643,3836.237538,5438.303890,110284.534835,-15979.384725,-1662.817840,-51886.413270,1183.731639,-2784.339801,4460.437388,-69751.272260,-69260.524061,27858.553884,4009.009476,-11614.848718,37030.460736,76637.519178,-109785.533335,-59779.320908,32375.788272,33015.658289,63155.519571,60974.459806,-35364.525692,25655.594076,107338.605275,-62813.645240,10021.633234,9340.819677,15761.472964,6111.948354,7305.107102,-30306.593804,-17095.319621,-42499.232029,-6377.481575,-26045.878619,0.000000,0.000000,0.000000,220.830764,-79.953145,-61.500137
100309.964578,-87938.517892,-14272.623052,-4570.970807,-29648.584959,-53660.542405,47690.084132,-18897.521053,-33061.596136,-25552.516848,40046.415211,-48167.001148,21142.122570,-57338.469115,-43870.510109,-18083.580801,-148238.054571,-71817.443550,18747.730807,94468.504876,-52504.732939,-11521.491351,21236.933040,40382.041669,-99272.706391,58685.386460,-46209.797444,4885.843739,23661.420107,-39635.303831,-248249.106086,-130650.232656,73346.530157,-126782.422107,98900.543171,-55180.373412,-34551.130369,82261.589571,193455.106065,-143297.879796,153606.445910,33744.884191,-3788.054476,-2587.208153,14496.350008,137428.970731,-29592.007330,56924.721516,-4582.031165,-566.841317,0.000000,0.000000,0.000000,12.855138,220.511113,-385.608450
-102955.352789,120107.049591,19786.331826,13013.701581,2497.840606,-44563.408716,181558.857669,-4027.611484,-140308.887408,-59693.025658,201868.539253,-161275.690109,-218531.423108,-29799.662690,-52159.830218,36719.347885,382673.204081,2095.652226,-32290.226363,-179562.034594,10919.146341,-15384.238711,23289.161081,-218952.232247,-354306.368475,139261.506910,45664.204251,3363.616941,47879.567693,342077.877419,-724623.141444,-472139.230448,282801.295786,-222677.700990,-11768.101583,12998.111855,82834.256600,-39147.446742,-212755.619478,150153.368301,-199147.952295,-39230.482329,15742.749868,7554.214741,-14771.527536,-205360.866387,28573.161501,-96562.365872,-3701.704086,-345214.348110,0.000000,0.000000,0.000000,460.847169,231.491156,190.160505
-73045.278303,64450.243118,6751.651392,3455.284210,14310.530689,17401.510297,-2458.263057,6161.539856,332.008262,2492.342674,1981.038682,2458.278786,-30867.440424,23363.646473,11406.842878,13642.154286,95284.096507,41115.673827,-14025.076428,-53253.834606,26264.868861,4589.334434,-9991.578101,-33171.357838,7279.442127,-11681.091352,24934.042248,-468.693709,-11053.126929,59106.092089,30963.240222,3327.311869,1547.881884,15314.743648,-47947.183675,15686.107458,28251.578122,-47448.046367,-128670.707291,92123.445288,-92997.637289,-21169.086990,696.880747,937.097138,-9438.668684,-79332.219997,19463.197804,-32041.913819,4859.290198,-50106.973900,0.000000,0.000000,0.000000,56.710306,-39.241370,105.504015
89476.544572,-68395.681625,3858.471090,-3311.480323,-23621.850463,-13857.817628,19670.826859,4116.374227,-15694.327147,41.358976,23066.092697,-2223.534312,21625.239389,-37687.976197,-9411.063500,-26914.306131,-14339.554261,-110395.065819,29020.318326,-9734.837408,-43579.251015,-17108.713131,42652.239776,-20852.973474,-36952.623057,23677.980795,-11718.298916,4707.039617,31500.416656,-107981.017108,-97717.609660,-32283.834796,6696.003720,36186.008587,-17186.234432,3456.524934,8281.657167,67578.757152,110802.724873,-81227.792146,51216.906381,15611.625879,8833.478254,3064.315730,8743.662079,20647.491335,-19197.510902,-7601.902113,-6997.394247,17806.005758,0.000000,0.000000,0.000000,84.427980,-20.248725,-154.650234
121626.993791,-115087.052374,14750.381918,-8299.666159,30567.916264,141837.941514,-263238.672180,48861.180511,196456.064398,125031.248742,-263848.998169,264497.400877,197164.473388,103853.367779,143124.326205,-32068.448706,-103908.176397,11312.501735,31200.483010,-13200.877587,44705.195891,22037.285778,-24549.365320,108142.525917,525361.996874,-233953.182222,21721.694629,-21330.368515,-35953.135019,-378187.587631,1172019.652940,747421.701313,-453976.285726,587075.993386,-118413.145720,154517.893238,-70270.789616,-13550.532065,125952.218133,-65358.659971,23990.247880,11206.419726,12142.046488,4623.653733,7573.400385,-9387.160378,-17070.912630,-49308.139533,8679.751264,391021.810295,0.000000,0.000000,0.000000,-35.901685,-540.616072,-188.094542
135241.539938,-726.762507,110279.334798,38349.135096,140534.340399,205225.632669,37805.697700,95954.192838,-38968.595115,107073.137096,111389.572321,7106.279276,-489010.631314,220749.478386,200708.695098,135140.536867,1321639.097531,284431.123923,-114251.261991,-695317.402174,253470.317485,43451.235951,-97422.449453,-602807.814534,-59667.504088,-56011.474663,213026.954637,-102965.932886,128625.996739,793238.042712,289508.905570,117142.916658,-60957.219192,657901.845242,81790.556608,618321.294350,-122170.789165,-208520.853851,-114357.589479,197953.815781,-562523.164883,-79800.200647,111697.404509,47893.268284,-14119.122195,-742762.301727,15450.123063,-478946.540534,-28395.907373,-154682.596370,0.000000,0.000000,0.000000,-102.424380,148.311022,1746.836686
-625229.069590,573144.818139,47204.271889,50134.041471,186089.021471,95446.663571,146740.277944,9088.334593,-115239.947373,-42354.055095,183283.101752,-197817.200257,-589215.686822,251370.862628,55525.109553,246663.174762,1091789.540273,714669.042574,-245429.356954,-456236.241274,349738.227702,88272.426714,-235358.749221,-403227.377628,-287441.952983,31386.340005,212247.306971,-54574.118191,-70375.678393,1333616.738458,-322818.417584,-413734.955373,320830.279691,-259918.817486,64609.017419,213793.052101,48159.968647,-516570.506887,-1009671.657490,767992.356100,-793779.418443,-177788.477117,11094.069248,10169.812461,-78113.259208,-687932.176242,160261.295371,-282481.297005,35235.468775,-677155.878210,0.000000,0.000000,0.000000,491.221983,-60.978508,1121.620493
