-6.55741534659797e-06,2.21542037129219e-07,-5.58173045210726e-07,3.09652136332166e-05,3.35981364680292e-07,1.87148729957512e-06,6.96365501087287e-06,-2.19395023758136e-05,2.29265851113527e-07,2.21019011243545e-05,-6.3778597900631e-06,6.64373233389553e-07,6.93142017140099e-06,-7.11500939160973e-07,-6.65282005690621e-07,3.79365969916804e-05,-6.59832115502047e-05,0.00186503438795184,1.5500476423405e-07,1.80753871331333e-06,7.7477334636858e-08,5.93695181371719e-07,0.00215914332641031,0.000898411079069752,0.000779934368451383,0.000670408493805349,0.000290233494058529,0.000252035857673207,0.000637693866225491,0.000270973294891736,0.000235502347851093,0.00542165898646732,0.00159082882992174,0.00136264979328449,0.0111102947921295,0.00061686113987116,0.000440061062219719
-9.07623619934342e-06,2.96291693120358e-07,-5.00722854633233e-07,3.66029089379627e-05,4.17155151839004e-07,1.30876279483479e-06,9.42259986025033e-06,-2.47796404115387e-05,2.00066845399999e-07,2.49142295977587e-05,-7.91054372549192e-06,-1.43783322950517e-07,7.7413502749255e-06,-9.91886907796041e-07,-9.89207582483239e-07,0.000449132379241126,0.000287123825134689,0.00217123648692238,1.80453509021552e-07,2.10430114920324e-06,9.01975947251991e-08,6.91168296001175e-07,-0.00099944481781891,-0.000383691162033589,-0.000325859402874222,0.000722080284107201,0.00028516445090856,0.000245623403785581,0.000687184511178003,0.000265669186174311,0.000228977880425417,0.00589478283430764,0.00149189649649935,0.00127325675250573,0.00903753292389103,-0.000202624572646312,-0.000267622903611576
-2.38294085376005e-05,-2.16488322065889e-08,2.89351356761694e-06,3.13847537930023e-05,-1.97156594185114e-06,1.5415906492668e-06,2.37021530440529e-05,-6.75164904254808e-06,-1.34627701221937e-06,6.71975757002605e-06,-9.13686805052349e-07,-2.30041054000873e-05,1.17755745408122e-06,1.0975508035096e-06,-7.43984939262555e-06,0.00961480308179214,0.00104967847399321,0.00288052604074416,2.39403231758063e-07,2.79172457461768e-06,1.19662930308756e-07,9.16955977462487e-07,-0.000423067228674516,-0.00105422809232257,-0.000418165644010883,-0.000280702925943723,-0.000735138847517385,-0.000214122726418185,-0.000261544919829455,-0.000700166522691147,-0.000200424332571088,-0.0015468958721822,-0.00609141028523825,-0.00098047123236203,-0.000240184983770879,0.00900938636832535,0.000819574103615183
-2.70757543211161e-05,-1.82517114711726e-06,1.26585765592194e-07,3.47212877242833e-05,-4.20835573393961e-08,1.52270210806741e-06,2.41542776093629e-05,-8.01427003359171e-06,-3.68731232419168e-08,6.70863214434408e-06,-2.46784160429829e-05,3.68186425195897e-07,1.02609387181482e-06,-7.41116141149488e-06,1.02005551321098e-06,0.00104707717110357,0.00954814299687104,-5.15453634885247e-05,-4.28398369837647e-09,-4.99563121190857e-08,-2.14129959307087e-09,-1.64084019699133e-08,-0.000364474752082523,-0.000412450263563043,-0.00103443422226541,-0.000241243421691001,-0.000214645030338994,-0.000737389080368511,-0.000225615756986053,-0.000201501141857107,-0.00070453615974638,-0.00113622610905473,-0.000917443978368173,-0.00582755299448782,-0.000304434331998793,0.000825014917940499,0.00894760466129101
-3.48321681985388e-05,-1.59367786730916e-07,4.27081444104012e-07,4.0611337225708e-05,-2.64477080192337e-07,8.8611623107538e-07,3.45231163470847e-05,-4.85360631880088e-06,-2.19373052598564e-07,4.70398921986969e-06,-3.52881643798709e-05,1.12682230429372e-06,3.56921984592458e-05,2.04116409324976e-06,2.33281438583093e-06,0.00226561135185273,0.0016598895638623,-0.000297407953459156,-2.47178550728462e-08,-2.88239398156686e-07,-1.23549333367144e-08,-9.46736800195296e-08,-0.000424628473045778,-0.000371883319488309,-0.000314315685322964,-6.00848120426659e-05,4.65128557052879e-05,3.73093883856074e-05,-6.48511237407563e-05,4.94650845593172e-05,3.95755544647042e-05,-0.0108144317294574,-0.00266513485449306,-0.00216157102570772,0.0025743313982979,0.00179427510739031,0.00126832451061861
-2.60941029026783e-05,4.05525937341355e-08,2.4757870679608e-06,3.34704872668477e-05,-1.68053195402277e-06,1.36860102631533e-06,2.60688182210214e-05,-6.39276880143924e-06,-1.29720311191807e-06,6.36764105459268e-06,-1.28814932549071e-06,-2.49711376559071e-05,9.55115950186215e-07,1.03960671953188e-06,-8.01128967705763e-06,0.00928563510143242,0.000988088750053996,0.0030296989329418,2.51801131300602e-07,2.93629873333883e-06,1.25859876682616e-07,9.64442087027614e-07,-0.000411973469579141,-0.000922700527100883,-0.000354997430333583,0.000163390178094951,0.000368027909409091,0.000139436456184222,0.000181399727306057,0.000401508075265359,0.000152352588448591,-0.00197889401298655,-0.00671067491297553,-0.00127880261173803,0.000295287391953636,0.00775800079776518,0.000482962929149204
-2.90570446487247e-05,-1.56172058200255e-06,2.19557211110678e-08,3.66258312763657e-05,2.95237867579505e-08,1.33893656457967e-06,2.65508332343152e-05,-7.75264538091369e-06,-2.96595634205361e-08,6.49512145702253e-06,-2.64672946259065e-05,-2.19020289071109e-07,8.4087095788295e-07,-7.96627546838948e-06,9.41133122529005e-07,0.00098719232151978,0.00920725627890294,-6.22632558318173e-05,-5.17475782377071e-09,-6.03437910099723e-08,-2.58654271408096e-09,-1.98202216552666e-08,-0.000350964965763911,-0.000348990782360643,-0.000898386272584378,0.000142918999265085,0.000138903134901828,0.000361259738027945,0.000157569996509785,0.000151275182463414,0.000392727033329244,-0.00150563145323084,-0.00121999990568204,-0.006395104493255,0.000161024616596742,0.000490233572996194,0.00769406559111305
-1.02494288019503e-08,-8.3560865732987e-10,-1.05912917173625e-09,4.51096339344577e-08,-1.29682179746356e-09,-4.27590845905575e-09,1.10108830957408e-08,-3.78626600273631e-08,4.39409694411881e-10,3.81688776947617e-08,-1.06520816740025e-08,1.82693308644466e-09,1.20161542656154e-08,-1.14324557523297e-09,-9.57139180056828e-10,-2.34771154705152e-07,-3.10465017646423e-07,3.16343847430478e-06,2.62916350522111e-10,3.06591532382964e-09,1.31415690166436e-10,1.00701530807869e-09,3.20777997927434e-06,1.26018567407443e-06,1.10350899593975e-06,1.17968332931183e-06,5.30655859169838e-07,4.57843962216154e-07,1.12188999403704e-06,4.95866161991875e-07,4.2808743202012e-07,9.50489197833899e-06,2.96480383219913e-06,2.50190950362736e-06,-2.8737525109722e-05,4.6775208595532e-07,3.15717274756488e-07
-3.52153704713193e-08,-9.08330785158106e-10,-3.03472469235213e-09,4.42062824675035e-08,6.36139045790141e-09,-4.20215936160584e-09,3.51494741145543e-08,-7.95094813672177e-09,-2.13882963070737e-09,7.96271407770632e-09,6.77075487699766e-10,-3.62813783192068e-08,1.09878871557469e-09,2.24157555318288e-09,-1.16999159220685e-08,1.50607462477566e-05,1.08645270590936e-06,4.34877236837475e-06,3.61430566654457e-10,4.21470749386934e-09,1.80656879154973e-10,1.3843418741581e-09,1.19087710958115e-06,3.20205442039278e-06,8.0775012544358e-07,-4.94169804689203e-07,-1.17275788696228e-06,-3.17917995358685e-07,-4.61695343404096e-07,-1.11659777002386e-06,-2.96681050574995e-07,-2.90738374161657e-06,-9.6877777066342e-06,-1.32985021889858e-06,4.86832277504427e-07,-2.87559944136016e-05,2.12375678365404e-06
-3.23521388989498e-08,5.94680063431533e-09,7.07622920926167e-11,4.2089914833879e-08,-9.39061118472414e-10,-4.23919829205582e-09,3.61976286152072e-08,-1.05588304786304e-08,4.21248574200653e-12,8.48614324670294e-09,-3.84277965242402e-08,1.90005305476972e-09,1.01450855289684e-09,-1.17150059881507e-08,2.10549394429561e-09,1.07816798672733e-06,1.50222413014358e-05,-3.97142758655329e-07,-3.30069086502116e-11,-3.84899557680494e-10,-1.64981206833068e-11,-1.26422195565674e-10,1.02603332407334e-06,8.1012556652476e-07,3.18267365462445e-06,-4.16119008628584e-07,-3.17655679041784e-07,-1.17131411054822e-06,-3.90049349311159e-07,-2.97490718775884e-07,-1.11896604077678e-06,-2.12153071709518e-06,-1.20918693658891e-06,-9.25058278777937e-06,3.39066446286064e-07,2.11986348289972e-06,-2.88418087438042e-05
