0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13324159.7638796,9453293.35423674,0,-327.052362141028,292.82307633757,216.345171772612,0,9222.32938886261,0,0,-132204935.998923,-8539542.27315597,129111413.267268,139288531.355571,4784617.4907236,138564706.621504,-7181706.96062454,-13362325.7719739,-9479389.41010883,102980.047652013,47388.3374832069,32661.7784287032,-6318.76054891795,-9792.11525189831,-6892.77491873264,1777.3692361391,862.608939373277,543.397533898739,0,0,0
0,-164.544498284304,0,0,16.7845322658922,-7.15289933028538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170791435.596067,18504946.9909914,-181410311.00389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162658508.616132,17623758.8791868,-172771723.198519
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2252184.83398952,1597891.67204241,0,684.547953062747,49.4959309315345,36.568858617119,0,1558.8517964024,0,0,-22346621.2588129,-148633067.520733,-13807078.9856569,7520063.61320258,-146380882.686744,-12209187.3136145,14809973.8256599,-2172300.18634605,-1543270.44408767,6393.76007860619,-78325.795847059,-53511.4228317206,9944.91258108817,-366.242320548168,-425.257169965653,-439.400662288268,-1143.1135449227,-647.979094445163,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14861019.3072582,10543672.3623902,0,140.073620844003,326.598409789532,241.299251233993,0,10286.0681299335,0,0,-147453958.914613,-22346621.2588129,-15249022.9156901,144420117.962648,-7485601.95155466,-4705350.5532999,2924412.780373,-14844673.1451047,-10532495.653529,107343.060423769,-6060.09402364906,-3853.67075527634,467.509200117954,-10042.0339073849,-7182.96448500297,1477.52834789178,82.5641872408964,101.225630378818,0,0,0
0,7.1834925414706,0,0,-145.785734311295,-6.70958385445141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160206289.203882,-160728773.53606,7919800.59880626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152577416.90549,-153075021.02686,7542667.16854411
0,27.1599830062165,0,0,36.7610227306381,-245.993854091768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200735317.132021,40529027.9281387,29943881.5359535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191176490.77266,38599073.86717,28517982.1565273
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1231096.51541944,-873444.683482997,0,12680.6378264904,-27.0556249215606,-19.9893870885577,0,-852.10458114667,0,0,12215181.9637244,-1019478.6599534,134242999.874345,-286863885.353234,-2250575.17537284,133369555.190862,274657768.490493,2710888.07731986,1885254.01872379,-197826.835039719,-1480643.66648157,-1012415.98048549,188895.73725664,22944.1271546836,13287.2830711988,-12814.6410267924,-22119.0781984585,-12700.6272135633,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9138511.8942968,-285861976.006555,0,130.057678431438,-2930.19006112926,-2164.89929700123,0,-92285.0010780374,0,0,-136910286.552223,-20748729.5867705,-14158643.9075366,134093379.924928,-29887241.4810673,-300020619.914092,3798679.13801807,9153689.22667194,285872353.52659,-983708.526342448,-107462.333453136,-76078.6772664287,16448.8885213239,92511.5856714844,65831.2149097619,-14642.9305801942,-3156.77465457624,-2294.95697538426,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-274651450.880522,-13455858.8391649,0,125.956422518224,-4263.75632439512,-3150.1721310109,0,-134285.063016035,0,0,-132592939.607355,-20094436.4248234,-13712163.3723114,129864861.683349,-294745887.305346,-27168022.2114763,4156667.42316543,274666149.608906,13465909.1131212,-1430464.46420796,-148983.791400106,-105652.852229862,22992.8285087389,134504.502461206,95728.5346960737,-21243.819882347,-4483.19576956531,-3276.12855352541,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22461513.5308034,-295314447.68663,0,-9.91199134695748,41996.8171752062,31028.3217404314,0,1322670.62463487,0,0,10434244.1907975,1581307.85209195,1079062.4405379,-10219561.3327592,-20880205.6787114,-294235385.246092,-14285893.1830012,22460356.8317988,295313656.792236,14071357.8731146,1323827.32363936,942449.773510506,-208152.64585971,-1322687.8931618,-941668.791107663,208015.009699341,42014.0857021417,31038.2337317251,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304636.593054425,216135.135844405,0,-52609.1866188995,6.69495306764401,4.94640241203206,0,210.854497002263,0,0,-3022664.24310449,-14771936.4176556,-10080163.5438798,-280694393.355044,-14467299.8246011,-9864028.4080354,283714814.425949,-115045.268690288,-14160946.8341926,785374.228323994,-189380.469867157,13944961.8135815,-783164.21540722,-91865.813360989,-52759.3018521543,52642.345902447,91661.6538170543,52614.133021338,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304115.594189741,215765.494891982,0,-83023.1025693817,6.68350312774968,4.93794289721198,0,210.493887135338,0,0,-3017494.78981204,-14746672.9979669,-10062924.1383651,-280214341.176163,-14442557.4037771,-9847158.64347312,283229596.630116,-14102137.5156325,-511395.802702188,1238106.57077331,13798232.4153299,295780.166311703,-1235900.33748855,-144852.13425079,-83172.9610708971,83056.2051428496,144648.323866782,83028.040512277,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-916.288784873229,-650.093276732383,0,425202.737962558,-0.0201371423377808,-0.0148778353731896,0,-0.634210122069044,0,0,9091.59769226938,44431.1680828854,30319.209889458,844275.213381631,43514.8792980122,29669.1166127256,-853360.064039642,87786.4048158628,-14014397.3600217,-6329499.57230845,-86870.7502411116,14015047.0017805,6329492.92501099,740782.652741265,425203.189480557,-425202.837699361,-740782.038668285,-425202.752840394,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435092.05437227,1018176.48697834,0,0.0969945863596502,-74986.9616753935,-55402.2835467522,0,706961.506070964,0,0,-102105.133486776,-15474.0148274404,-10559.2520662742,100004.337159175,1419618.03954483,1007617.23491206,-14145627.1364973,-1435080.73540138,-1018168.7476178,14147726.4889807,706950.187100075,-6407325.49183953,371402.691349327,-706961.337088408,6407317.84947358,-371401.344499639,-74987.1306579494,-55402.3805413384,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393446.53960573,988629.613107639,0,0.0941798310222979,-123638.410149208,-91347.216946959,0,-5886458.38591386,0,0,-99142.103462715,-15024.96815407,-10252.8288744241,97102.2709905407,1378421.57145166,978376.784233214,-13735129.4809636,-1393435.54910465,-988622.098338758,13737167.911491,-5886469.37641494,296395.371912887,612367.321872871,5886458.54999261,-296402.792501937,-612366.014107958,-123638.57422796,-91347.311126789,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80190.150950838,-56893.7204666786,0,-0.00541986871138868,1411676.71260116,1042982.8300877,0,118221.304734896,0,0,5705.43613711118,864.657832253921,590.03045451764,-5588.04772699996,-79325.4931185841,-56303.6900121609,790430.113464889,80189.5184687742,56893.2880062746,-790547.421195792,118221.93721696,-6826463.57438854,-6991862.13802553,-118221.314177312,6826464.00142907,6991862.06276619,1411676.72204357,1042982.83550757,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.028921617873,139.079606880104,0,-5286486.43949966,0.0043080984239183,0.00318293320336106,0,0.135681597694766,0,0,-1945.03754800978,-9505.51191880007,-6486.42886078787,-180622.487542626,-9309.4829971822,-6347.34925390776,182566.081644125,1335215.62851472,912950.314988529,-6817378.03846053,-1335411.52175474,-913089.297998586,6817379.46056956,-129397.375860093,-5286486.53609648,5286486.46083714,129397.244486594,5286486.44268259,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.551342580116,131.645920250596,0,-493780.371841806,0.00407783423006145,0.0030128081330155,0,0.128429531765172,0,0,-1841.0769463164,-8997.45039600811,-6139.73475818508,-170968.369294654,-8811.89905342799,-6008.08883793448,172808.079945447,1263849.48944981,864153.897580432,-6452994.98394821,-1264034.91236286,-864285.452066877,6452996.33004672,-6756477.825735,-493780.463275611,493780.392038819,6756477.7013833,493780.374854613,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19343.9940463345,13724.2763223227,0,0.00130741627000497,-83215.9329759805,-16990919.5255759,0,711719.755271108,0,0,-1376.30271751296,-208.578432156895,-142.331015272603,1347.98551546951,19135.4156141776,13581.9453070501,-190672.735087896,-19343.8414748636,-13724.1720013883,190701.032827972,711719.602699637,506699.911927305,-6455579.22404489,-711719.752993346,-506700.014940824,6455579.24219944,-83215.9352537422,-16990919.5268833,0,0,0
